date,open,close,high,low,volume,money
2005-06-22,894.77,900.65,901.24,891.93,1047813400,5882401451
2005-06-23,900.06,893.57,904.9,892.83,950930800,5465028353
2005-06-24,892.06,898.3,898.67,888.4,891873900,4732186046
2005-06-27,904.21,916.04,920.65,904.21,1654540200,8903493734
2005-06-28,913.48,903.72,913.48,901.21,1040221900,5536098456
2005-06-29,906.75,898.9,907.57,898.08,1080674600,5751998008
2005-06-30,897.1,878.69,897.1,876.88,1085547200,5597946269
2005-07-01,875.93,859.49,875.93,858.37,1009459700,5086726820
2005-07-04,855.32,855.93,856.1,842.81,884027700,4026099534
2005-07-05,853.68,849.68,856.74,845.36,799268800,4529674417
2005-07-06,850.25,842.56,854.45,838.61,689831400,3627265630
2005-07-07,841.75,844.73,848.02,839.28,596246500,2901826588
2005-07-08,842.62,829.49,842.62,827.23,722100000,3447787083
2005-07-11,837.86,824.1,850.66,822.52,843900600,4092653674
2005-07-12,821.91,851.82,854.29,818.86,1498987100,7519245269
2005-07-13,850.47,846.23,851.95,841.86,939884200,4674024437
2005-07-14,844.94,849.59,856.1,843.18,936196800,4742557429
2005-07-15,849.87,841.0,854.6,837.78,888956300,4203939701
2005-07-18,839.22,833.0,840.0,829.68,850000600,3767754660
2005-07-19,831.5,835.61,840.14,829.28,789181800,3622924794
2005-07-20,835.3,842.64,844.71,832.14,852647300,3953440082
2005-07-21,842.75,843.99,843.99,835.76,836610100,4118496717
2005-07-22,847.54,859.69,867.16,842.99,2163097600,10210013616
2005-07-25,858.33,856.86,860.95,854.28,1181608000,5762385031
2005-07-26,856.19,876.48,880.03,856.19,2182677600,10513580671
2005-07-27,876.94,894.01,894.03,876.04,2040953700,9688109273
2005-07-28,893.88,890.88,901.0,888.5,2062252700,10326374188
2005-07-29,889.41,888.16,892.29,883.38,1339740600,6409062024
2005-08-01,887.72,891.61,897.28,885.85,1180830900,5451576867
2005-08-02,892.13,903.6,903.65,888.4,1429254700,6441958706
2005-08-03,905.18,909.57,919.28,903.76,2578629800,11911777040
2005-08-04,907.42,904.15,909.83,901.63,1451925600,6682690057
2005-08-05,904.04,923.8,923.81,903.94,1912376500,9585685726
2005-08-08,926.57,927.47,933.15,923.57,2160894400,11135756693
2005-08-09,926.97,933.09,933.39,919.11,1953290700,9704541246
2005-08-10,933.26,940.37,940.37,926.27,2151576300,10214864206
2005-08-11,940.78,953.99,953.99,939.39,2707366600,14042061872
2005-08-12,954.72,938.32,959.27,933.99,2916814400,14457553256
2005-08-15,937.71,954.5,954.5,936.11,2043081300,10503460782
2005-08-16,955.27,945.06,959.34,939.92,2386181800,12606079730
2005-08-17,943.4,953.01,953.34,930.33,2145776900,10910460911
2005-08-18,954.15,920.67,956.84,919.12,3185532700,15916423709
2005-08-19,918.09,923.04,927.32,910.08,2224267900,10881501177
2005-08-22,923.11,931.67,933.35,919.22,1603101000,7745835021
2005-08-23,931.81,923.41,931.81,915.03,1540648800,7508824639
2005-08-24,923.56,930.65,935.23,923.56,1595974700,7736512283
2005-08-25,930.98,930.12,933.2,920.61,1629205700,7604864624
2005-08-26,930.25,928.26,930.33,921.84,1542980400,7186198527
2005-08-29,928.34,917.37,928.34,913.77,1546226100,7137708170
2005-08-30,916.09,914.88,920.21,912.84,1243817000,5858436210
2005-08-31,915.12,927.92,928.21,911.5,1462363000,7034282250
2005-09-01,928.52,944.56,944.95,926.06,2230638400,10558677965
2005-09-02,945.98,947.87,947.92,941.31,1861443800,8864773608
2005-09-05,949.08,952.72,952.99,944.63,1784331800,8242226133
2005-09-06,953.41,936.61,956.3,934.97,2122225500,10583985179
2005-09-07,934.99,952.76,952.9,932.65,1960846600,9956808193
2005-09-08,954.27,955.28,958.87,947.71,2242439300,11753260243
2005-09-09,955.11,949.07,959.9,946.02,1621931000,7924193974
2005-09-12,949.78,949.51,952.55,945.4,1167261300,5610130326
2005-09-13,949.58,963.77,963.92,948.13,1657943100,7999031246
2005-09-14,964.97,970.19,970.26,961.64,1995829100,9942627972
2005-09-15,970.58,969.6,970.96,965.66,1637767900,8098160518
2005-09-16,969.62,967.5,970.37,964.28,1397857100,6989327513
2005-09-19,967.44,971.14,971.99,964.26,1473742100,7427481654
2005-09-20,971.38,961.92,971.65,957.12,1863660400,9189438331
2005-09-21,961.37,944.41,961.37,943.82,1854189500,8760459022
2005-09-22,942.73,923.27,942.73,914.23,1811552500,8625589892
2005-09-23,921.51,916.15,927.42,914.81,1154764400,5549882042
2005-09-26,915.84,918.49,919.65,913.61,883624100,4398425669
2005-09-27,918.87,904.21,921.13,903.39,1108605600,5576097392
2005-09-28,903.33,903.72,910.33,901.38,885031000,4331475905
2005-09-29,904.28,915.98,915.98,904.28,1193897800,5798238295
2005-09-30,916.59,917.39,918.66,913.45,900143300,4529466676
2005-10-10,917.21,907.32,917.21,906.88,715845100,3665624376
2005-10-11,906.63,919.72,919.8,904.04,775829500,4032539378
2005-10-12,920.45,923.49,926.09,917.38,1220885200,6653231000
2005-10-13,923.43,916.5,926.01,916.27,1082890400,6021814326
2005-10-14,916.34,904.83,917.89,902.81,1012394000,5568049025
2005-10-17,903.27,897.62,903.27,892.36,1055250600,5516482064
2005-10-18,897.37,902.37,903.0,895.62,1136631700,5849997730
2005-10-19,902.04,898.74,907.88,897.04,1103304800,5474099406
2005-10-20,898.89,899.91,900.13,889.57,1260872500,6082545635
2005-10-21,899.64,904.41,907.79,897.99,1136458800,5645096184
2005-10-24,905.13,906.65,908.45,900.23,921898200,4674775354
2005-10-25,905.97,894.27,905.97,893.61,1121340100,5687104900
2005-10-26,892.62,875.82,892.62,873.89,1216712300,5911800808
2005-10-27,873.47,875.85,879.67,869.72,1190858800,5881848405
2005-10-28,875.86,867.73,880.21,859.69,1197337600,5565266453
2005-10-31,866.62,876.28,878.41,866.15,1044365100,4954801462
2005-11-01,875.96,872.87,875.96,862.69,1008274500,4762514458
2005-11-02,873.39,882.48,884.94,873.39,1310497300,6115386842
2005-11-03,882.19,874.58,885.68,872.11,1217918200,5843191842
2005-11-04,873.35,878.36,878.36,869.68,956731000,4570236086
2005-11-07,877.62,877.28,877.62,870.08,771325900,3758294613
2005-11-08,876.43,881.52,881.89,870.96,1012876100,4617261094
2005-11-09,881.51,879.25,884.94,878.68,1177440500,5544780425
